Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),station,uni,"Gasage (TALDICE-1a, yr BP)","Gasage (EDML1 Sz4, yr BP)",source file
393.55,32090.00, ,200.40,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
395.32,32771.00, ,200.20,0.30,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
396.42,33161.00, ,200.10,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
396.98,33341.00, ,201.60,0.50,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
397.64,33580.00, ,200.90,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
398.61,33913.00, ,203.60,0.40,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
400.02,34364.00, ,205.30,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
405.53,36061.00, ,208.80,0.30,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
406.60,36378.00, ,213.00,0.80,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
407.73,36695.00, ,211.30,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
408.54,36883.00, ,212.60,1.10,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
411.31,37545.00, ,213.60,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
412.24,37740.00, ,210.80,0.40,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
413.11,37949.00, ,209.90,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
413.97,38149.00, ,210.60,0.50,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
416.37,38679.00, ,210.30,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
416.99,38826.00, ,207.80,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
418.27,39100.00, ,205.70,0.80,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
419.39,39345.00, ,198.60,0.50,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
420.31,39527.00, ,196.40,0.80,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
422.53,39960.00, ,197.50,0.80,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
424.75,40427.00, ,198.20,0.30,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
426.46,40837.00, ,201.40,0.80,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
427.06,40990.00, ,198.90,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
429.30,41620.00, ,201.40,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
430.13,41895.00, ,201.60,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
430.83,42131.00, ,202.20,0.90,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
431.52,42342.00, ,201.90,1.00,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
434.75,43252.00, ,199.90,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
436.05,43612.00, ,201.70,0.80,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
436.93,43879.00, ,205.00,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
438.21,44239.00, ,210.00,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
438.92,44439.00, ,214.00,0.80,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
439.83,44700.00, ,216.20,1.40,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
441.02,45010.00, ,214.60,0.20,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
441.80,45222.00, ,215.70,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
442.76,45466.00, ,210.60,0.80,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
444.23,45839.00, ,206.60,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
446.42,46511.00, ,203.10,0.90,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
447.42,46935.00, ,200.00,0.50,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
447.93,47175.00, ,199.10,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
449.24,47916.00, ,202.10,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
450.05,48488.00, ,206.90,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
450.83,49104.00, ,206.90,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
452.33,50357.00, ,212.30,0.50,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
452.99,50928.00, ,214.30,1.10,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
453.52,51367.00, ,218.00,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
455.16,52618.00, ,216.90,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
456.72,53630.00, ,211.70,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
457.62,54250.00, ,210.80,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
458.73,55053.00, ,208.00,0.90,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
459.81,55927.00, ,211.50,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
461.92,57477.00, ,218.20,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
464.13,58891.00, ,220.40,0.90,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
465.02,59474.00, ,215.00,0.90,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
465.74,59955.00, ,214.90,0.60,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
466.48,60431.00, ,212.50,0.70,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
467.78,61239.00, ,204.60,0.40,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
470.18,62751.00, ,197.40,0.50,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
470.92,63205.00, ,203.60,1.00,Taylor Dome (19-63 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2761.85,415717.00,415945.61,276.40,1.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2762.89,416193.00,416425.32,271.70,1.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2765.08,417191.00,417440.44,273.40,1.50,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2766.18,417698.00,417956.78,271.80,1.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2767.33,418245.00,418505.30,274.60,1.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2769.48,419260.00,419575.78,273.70,0.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2770.58,419808.00,420133.76,271.20,1.50,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2771.68,420350.00,420701.76,273.80,1.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2773.88,421484.00,421912.15,268.60,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2774.96,422074.00,422532.65,266.40,1.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2776.13,422649.00,423225.50,270.60,1.10,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2778.28,423764.00,424507.75,267.70,2.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2779.39,424332.00,425132.26,268.30,1.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2780.48,424840.00,425740.91,270.80,1.10,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2781.32,425242.00,426237.27,270.00,2.50,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2781.96,425569.00,426621.56,265.40,2.00,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2782.73,425975.00,427154.96,255.30,1.30,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2783.81,426598.00,427941.40,252.10,0.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2784.88,427285.00,428840.20,248.20,0.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2785.27,427566.00,429178.36,242.50,1.50,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2787.08,429006.00,431023.76,219.70,1.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2788.03,429876.00,432179.31,227.20,2.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2789.29,431063.00,433850.30,211.50,1.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2789.67,431445.00,434379.07,207.60,1.30,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2790.78,432599.00,435939.69,209.80,1.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2791.87,433674.00,437485.42,207.50,1.30,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2792.97,434804.00,439063.42,200.30,1.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2794.08,435989.00,440659.58,201.70,1.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2795.17,437152.00,442230.78,201.30,1.10,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2796.28,438356.00,443844.65,202.00,1.50,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2797.38,439565.00,445331.73,199.10,1.10,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2798.92,441220.00,447219.18,201.10,0.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2800.02,442411.00,448459.18,203.50,0.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2801.13,443562.00,449571.04,208.10,1.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2802.21,444650.00,450642.89,201.70,1.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2803.33,445829.00,451747.28,201.20,2.10,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2804.42,446984.00,452735.84,204.90,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2805.52,448103.00,453775.64,201.90,1.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2806.62,449244.00,454864.31,198.40,1.30,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2807.72,450455.00,456001.61,193.30,1.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2808.82,451593.00,457114.44,192.50,1.00,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2809.46,452283.00,457745.13,199.10,0.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2809.93,452795.00,458208.29,204.30,1.00,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2810.56,453514.00,458794.01,203.30,1.00,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2811.01,454023.00,459211.55,208.30,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2812.12,455279.00,460252.21,202.40,1.30,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2813.21,456591.00,461286.06,195.50,0.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2814.32,458049.00,462414.10,190.70,1.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2815.43,459430.00,463526.65,194.40,0.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2816.52,460792.00,464599.47,199.90,2.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2817.25,461687.00,465265.36,205.20,0.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2817.62,462133.00,465601.73,210.00,0.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2818.72,463456.00,466632.30,208.10,2.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2819.83,464866.00,467706.64,204.40,1.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2820.92,466265.00,468877.71,203.40,1.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2822.01,467602.00,470040.13,205.50,0.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2822.66,468323.00,470725.98,206.50,0.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2823.11,468810.00,471200.79,215.50,2.30,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2823.76,469470.00,471824.53,218.70,0.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2824.22,469941.00,472263.07,229.20,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2824.86,470597.00,472863.27,232.70,0.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2825.31,471046.00,473217.82,243.70,1.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2826.05,471763.00,473800.85,243.90,1.10,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2826.42,472095.00,474092.36,245.60,0.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2827.53,473102.00,474974.11,241.20,1.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2828.63,474162.00,475925.20,233.10,0.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2829.72,475218.00,476949.80,232.80,1.10,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2830.82,476240.00,477941.00,236.60,1.00,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2831.93,477162.00,478892.46,239.10,0.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2832.56,477719.00,479402.95,236.50,1.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2833.02,478124.00,479775.69,231.30,1.00,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2833.66,478721.00,480328.30,220.80,0.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2834.12,479144.00,480726.68,218.80,2.30,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2835.22,480108.00,481662.96,223.80,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2836.32,481035.00,482580.96,223.40,1.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2837.43,481932.00,483395.38,227.30,1.30,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2838.53,482803.00,484179.79,231.40,1.10,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2839.62,483649.00,484936.18,231.40,1.30,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2840.71,484465.00,485667.52,231.20,1.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2841.81,485276.00,486398.67,233.00,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2842.92,486043.00,487129.25,232.90,1.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2844.02,486816.00,487848.07,231.30,1.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2845.11,487541.00,488565.45,237.10,1.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2846.22,488268.00,489302.09,242.00,0.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2846.86,488689.00,489719.79,240.90,0.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2847.33,488996.00,490026.29,252.80,2.50,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2848.05,489475.00,490494.91,249.30,2.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2848.42,489722.00,490733.95,242.60,0.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2849.53,490445.00,491451.08,243.30,1.30,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2850.63,491191.00,492154.55,246.70,1.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2851.72,491959.00,492863.78,243.70,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2852.82,492738.00,493593.11,239.70,1.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2853.91,493507.00,494300.39,239.10,1.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2855.03,494311.00,495024.13,238.30,2.00,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2856.12,495085.00,495725.69,238.50,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2857.22,495853.00,496444.07,237.60,1.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2858.32,496608.00,497187.63,236.40,2.10,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2859.43,497366.00,497965.98,236.50,1.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2860.51,498104.00,498737.42,232.80,0.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2861.62,498865.00,499526.78,230.60,0.50,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2862.72,499610.00,500304.78,230.80,1.00,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2863.83,500363.00,501083.96,228.20,1.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2864.93,501130.00,501861.42,230.80,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2866.02,501866.00,502637.64,231.20,0.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2867.13,502625.00,503418.93,232.00,1.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2868.23,503375.00,504177.19,232.20,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2869.32,504083.00,504911.78,234.10,0.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2870.42,504777.00,505684.24,233.90,1.10,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2871.52,505516.00,506483.73,235.50,1.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2872.62,506287.00,507312.40,236.00,2.10,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2873.72,507011.00,508117.72,238.20,0.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2874.82,507714.00,508940.98,237.00,0.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2875.92,508476.00,509784.98,240.30,0.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2877.02,509247.00,510652.33,233.40,1.00,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2878.12,510008.00,511512.45,236.40,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2879.22,510765.00,512363.78,235.20,0.50,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2880.32,511515.00,513204.74,242.00,0.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2881.42,512269.00,514033.12,238.20,1.00,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2882.52,512997.00,514847.78,239.20,1.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2883.62,513724.00,515650.78,241.50,1.30,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2884.72,514429.00,516420.98,243.00,0.50,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2885.82,515113.00,517154.98,247.20,2.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2886.92,515771.00,517876.01,246.20,2.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2888.02,516417.00,518600.46,245.50,1.10,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2889.12,517069.00,519329.13,245.30,1.30,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2890.22,517706.00,520073.36,247.70,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2891.32,518334.00,520821.81,245.50,0.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2892.42,518965.00,521574.47,243.50,0.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2895.71,520892.00,523801.82,241.90,1.40,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2896.82,521552.00,524570.87,236.80,0.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2897.92,522216.00,525337.00,235.80,1.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2899.02,522923.00,526107.00,233.70,0.70,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2900.12,523666.00,526895.81,230.30,0.80,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2901.22,524409.00,527698.69,227.80,0.60,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2902.32,525164.00,528516.69,224.70,1.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2903.42,525908.00,529403.43,222.70,1.00,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2904.51,526661.00,530290.51,221.20,1.20,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2905.62,527454.00,531201.38,220.30,0.50,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
2906.72,528262.00,532078.76,220.70,0.90,Dome C (393-664 kyr BP),University of Bern,,,grl52461-sup-0003-supplementary.csv
